Word,Corrected,Connected,Additional,Removal,Subs,Undefined,??????
addli,add li,1,,,,,
addlinestyle,add line style,2,,,,,
addlocalservice,add local service,2,,,,,
addlookupforbaseseries,add look up for base series,5,,,,,
addlookupfororthogonalseries,add look up for orthogonal series,5,,,,,
addmailaccount,add mail account,2,,,,,
addmargin,add margin,1,,,,,
addmarkerto,add markert o,2,,,,1,
addmatches,add matches,1,,,,,
addmision,add mission,1,,1,,,
addmoduledependenciescommand,add module dependencies command,3,,,,,
addmodulestoearpropertiespage,add modules to ear properties page,5,,,,,
addmultipletableforeignkeyfieldname,add multiple table foreign key field name,6,,,,,
addmutationobserver,add mutation observer,2,,,,,
addnamedgcthingrootrt,add named gc thing root rt,5,,,,2,
addnamedinoutputargumentvalue,add named in output argument value,5,,,,,
addnamedobjectroot,add named object root,3,,,,,
addnamedoutputargument,add named output argument,3,,,,,
addnamedqueriesonentity,add named queries on entity,4,,,,,
addnamedroot,add named root,2,,,,,
addnamedscriptenvs,add named script envs,3,,,,1,
addnamedstringroot,add named string root,3,,,,,
addnamedvaluerootrt,add named value root rt,4,,,,1,
addnamespaceextensions,add name space extensions,3,,,,,
addnestedannotation,add nested annotation,2,,,,,
addnewheap,add new heap,2,,,,,
addnewwizardshortcuts,add new wizard shortcuts,3,,,,,
addnotificationview,add notification view,2,,,,,
addnotify,add notify,1,,,,,
addobjectactions,add object actions,2,,,,,
addondetail,add on detail,2,,,,,
addoneditor,add on editor,2,,,,,
addonerrorblocklisted,add on error block listed,4,,,,,
addonlog,add on log,2,,,,,
addonlogs,add on logs,2,,,,,
addonmgr,add on mgr,2,,,,1,
addonperf,add on perf,2,,,,1,
addonpredrawlistener,add on pre draw listener,4,,,,,
addons,add-ons,,,1,,,
addonscrollchangedlistener,add on scroll changed listener,4,,,,,
addonshandler,add-ons handler,1,,1,,,
addonsinstalledneedsrestart,add-ons installed needs restart,3,,1,,,
addontarget,add on target,2,,,,,
addontouchmodechangelistener,add on touch mode change listener,5,,,,,
addonui,add on ui,2,,,,1,
addorreplaceaspect,add or replace aspect,3,,,,,
addorupdateannotationinsource,add or update annotation in source,5,,,,,
addorupdatemessage,add or update message,3,,,,,
addounts,add ounts,1,,,,1,
addourbuttonselectionlistener,add our button selection listener,4,,,,,
addpackageparticipantslocked,add package participants locked,3,,,,,
addparameter,add parameter,1,,,,,
addparameterhints,add parameter hints,2,,,,,
addpath,add path,1,,,,,
addpersistenceunitpages,add persistence unit pages,3,,,,,
addperspectiveshortcut,add perspective shortcut,2,,,,,
addplugin,add plugin,1,,,,,
addpool,add pool,1,,,,,
addpositioningoffet,add positioning offset,2,,1,,,
addpreferencefor,add preference for,2,,,,,
addprefrencesfromresource,add preferences from resource,,,1,,,
addprimarykeyfieldname,add primary key field name,4,,,,,
addprofilelistener,add profile listener,2,,,,,
addprogramarg,add programing,1,2,2,,,
addpropertieschangelistener,add properties change listener,3,,,,,
addpropertieselement,add properties element,2,,,,,
addpropertyelement,add property element,2,,,,,
addproposal,add proposal,1,,,,,
addpseudoboolean,add pseudo boolean,2,,,,,
addpush,add push,1,,,,,
addqueryresults,add query results,2,,,,,
addrandomgeneratorpropertydescriptor,add random generator property descriptor,4,,,,,
addrangeaddresses,add range addresses,2,,,,,
addrbook,add r book,2,,,,,
addreas,address,,1,1,,,
addref,add ref,1,,,,1,
addrefed,add refed,1,,,,1,
addreferencedtablesto,add referenced tables to,3,,,,,
addrelatedartifactsaction,add related artifacts action,3,,,,,
addrelation,add relation,1,,,,,
addremovefacetswizard,add remove facets wizard,3,,,,,
addremovemoduleswizardtestcase,add remove modules wizard test case,5,,,,,
addrequestinterceptor,add request interceptor,2,,,,,
addrequiredpluginimports,add required plugin imports,3,,,,,
addrequiredproject,add required project,2,,,,,
addres,address,,,1,,,
addresourcesetlistener,add resource set listener,3,,,,,
addressbars,address bars,1,,,,,
addressbookssynchronizer,address books synchronizer,2,,,,,
addressess,addresses,,1,,,,
addressingwidget,addressing widget,1,,,,,
addresslines,address lines,1,,,,,
addresspane,address pane,1,,,,,
addresstext,address text,1,,,,,
addressuri,address uri,1,,,,1,
addresult,add result,1,,,,,
addrfamily,add r family,2,,,,,
addroot,add root,1,,,,,
addrpk,add rpk,1,,,,1,
addrtoblock,add r to block,3,,,,1,
addrunningbundles,add running bundles,2,,,,,
addscript,add script,1,,,,,
addscriptblocker,add script blocker,2,,,,,
addsearchhandler,add search handler,2,,,,,
addsearchresult,add search result,2,,,,,
addsentdate,add sent date,2,,,,,
addserver,add server,1,,,,,
addservice,add service,1,,,,,
addservletwizard,add servlet wizard,2,,,,1,
addsimpleliteralattribute,add simple literal attribute,3,,,,,
addsmimeprofile,add smime profile,2,,,,1,
addsourceandlibraries,add source and libraries,3,,,,,
addsourcedata,add source data,2,,,,,
addspace,add space,1,,,,,
addspaceaddress,add space address,2,,,,,
addspan,add span,1,,,,,
addspandep,add span dep,2,,,,1,
addstaticcomponent,add static component,2,,,,,
addstatuschangelistener,add status change listener,3,,,,,
addstatuslistener,add status listener,2,,,,,
addstep,add step,1,,,,,
addstoreaccessor,add store accessory,2,,1,,,
addstring,add string,1,,,,,
addstylelistener,add style listener,2,,,,,
addstylerun,add style run,2,,,,,
addsubject,add subject,1,,,,,
addsubscriber,add subscriber,1,,,,,
addsuffix,add suffix,1,,,,,
addsuperclasses,add super classes,2,,,,,
addsymbols,add symbols,1,,,,,
addtab,add tab,1,,,,,
addtabactionhandlers,add tab action handlers,3,,,,,
addtablename,add table name,2,,,,,
addtabset,add tab set,2,,,,,
addtaskrepository,add task repository,2,,,,,
addtaskrepositoryhandler,add task repository handler,3,,,,,
addtempdevfont,add temp dev font,3,,,,1,
addtestclassbyname,add test class by name,4,,,,,
addtestmethod,add test method,2,,,,,
addtexttoparagraph,add text to paragraph,3,,,,,
addtional,additional,,,1,,,
addto,add to,1,,,,,
addtoattributeonlyconversionvalue,add to attribute only conversion value,5,,,,,
addtobuildspec,add to build specification,3,,9,,,
addtodict,add to dict,2,,,,,
addtodocument,add to document,2,,,,,
addtoear,add to ear,2,,,,,
addtoitemgroup,add to item group,3,,,,,
addtomomi,add to momi,2,,,,1,
addtomycontactsgroup,add to my contacts group,4,,,,,
addtosessionhistory,add to session history,3,,,,,
addtosetup,add to setup,2,,,,,
addtoviewer,add to viewer,2,,,,,
addtrcentitydialog,add trc entity dialog,3,,,,1,
addtristatecheckbox,add tri state checkbox,3,,,,1,
addtrust,add trust,1,,,,,
addtwofloats,add two floats,2,,,,,
addtypeparametersoperation,add type parameters operation,3,,,,,
addunitscontainingbinding,add units containing binding,3,,,,,
addunnecessaryinstanceofproposal,add unnecessary instance of proposal,4,,,,,
addupdatelistener,add update listener,2,,,,,
addupdates,add updates,1,,,,,
adduris,add uris,1,,,,1,
addutilmembers,add util members,2,,,,1,
addvalueroot,add value root,2,,,,,
addvertex,add vertex,1,,,,,
addviewnode,add view node,2,,,,,
addviewpage,add view page,2,,,,,
addvm,add vm,1,,,,1,
addwebsitecert,add website cert,2,,,,,
addworkcity,add work city,2,,,,,
addworkingsetsection,add working set section,3,,,,,
addworksheet,add worksheet,1,,,,,
addworkspacebundletostate,add workspace bundle to state,4,,,,,
addxovl,add xovl,1,,,,1,
addxpconnectroots,add xp connect roots,3,,,,1,
addxsdattributegroupdefinitioncommand,add xsd attribute group definition command,5,,,,1,
addys,add ys,1,,,,1,
adeccoweb,adecco web,1,,,,1,
adeclaration,a declaration,1,,,,,
adefaultaction,a default action,2,,,,,
adefaultprintername,a default printer name,3,,,,,
adelta,a delta,1,,,,,
adenium,a denium,1,,,,1,
aderess,a deress,1,,,,1,
adfgbdfgsdf,adfgbdfgsdf,,,,,1,
adgenda,agenda,,1,,,,
adhocqueryrequest,adhoc query request,2,,,,,
adhocqueryresponse,adhoc query response,2,,,,,
adiagram,a diagram,1,,,,,
adialog,a dialog,1,,,,,
adialogtitle,a dialog title,2,,,,,
adicion,addiction,,,2,,,
adieux,adieux,,,,,1,
adipiscing,a dehiscing,1,2,2,,,
adirection,a direction,1,,,,,
adirty,a dirty,1,,,,,
adirtyrect,a dirty rect,2,,,,,
adisableundo,a disable undo,2,,,,,
adisconnected,a disconnected,1,,,,,
adispatchstarttarget,a dispatch start target,3,,,,,
adisplayroot,a display root,2,,,,,
aditonal,additional,,,2,,,
aditton,addition,,1,2,,,
adjustboundstofit,adjust bounds to fit,3,,,,,
adjustcontrast,adjust contrast,1,,,,,
adjustcontributionlist,adjust contribution list,2,,,,,
adjustholder,adjust holder,1,,,,,
adjustinputandsetselection,adjust input and set selection,4,,,,,
adjustluminance,adjust luminance,1,,,,,
adjustmens,adjustments,,,1,,,
adjustright,adjust right,1,,,,,
adjuststreamvolume,adjust stream volume,2,,,,,
adjustsubviews,adjust sub views,2,,,,,
adjusttabstrip,adjust tab strip,2,,,,,
adjusttext,adjust text,1,,,,,
adjustvisibilityformessagetype,adjust visibility for message type,4,,,,,
adlwmain,adlw main,1,,,,1,
admcommandrejectedexception,adm command rejected exception,3,,,,1,
adminactivator,admin activator,1,,,,,
admindiscuss,admin discuss,1,,,,,
adminframe,admin frame,1,,,,,
administr,administer,,,1,,,
administrador,administrator,,1,1,,,
administrive,administrative,,,2,,,
administrivia,administrative,,2,3,,,
adminrapwebactivator,admin rap web activator,3,,,,,
adminserver,admin server,1,,,,,
adminstrator,admin strator,1,,,,1,
admintasia,admin tasia,1,,,,1,
admintree,admin tree,1,,,,,
adminusers,admin users,1,,,,,
adminutil,admin util,1,,,,1,
admob,admob,,,,,1,
adnet,ad net,1,,,,1,
adnrecordcache,adn record cache,2,,,,1,
adobepdf,adobe pdf,1,,,,,
adobetourtracker,adobe tour tracker,2,,,,,
adobi,adobe,,1,1,,,
adoclistener,adoc listener,1,,,,1,
adocumentnode,a document node,2,,,,,
adons,adons,,,,,1,
adoptshmem,adopt shmem,1,,,,1,
adornmentflags,adornment flags,1,,,,,
adotube,ado tube,1,,,,1,
adpater,adapter,,,,1,,
adppb,adopt,,2,2,,,
adrequest,ad request,1,,,,1,
adres,address,,,2,,,
adresbar,address bar,1,,2,,,
adressbar,address bar,1,,1,,,
adressdatenquellen,address date n quelled,3,1,2,,1,
adressez,addresses,,1,2,,,
adresslapp,address lapp,1,,1,,1,
adrian,adrian,,,,,1,
adriver,a driver,1,,,,,
adroid,android,,,1,,,
adsemanticpathexception,ad semantic path exception,3,,,,1,
adserver,ad server,1,,,,1,
adsize,ad size,1,,,,1,
adsonar,ad sonar,1,,,,1,
adsress,address,,1,1,,,
adtconstants,adt constants,1,,,,1,
adtcontentoutlinepage,adt content outline page,3,,,,1,
adtlabelprovider,adt label provider,2,,,,1,
adtmultipageeditor,adt multipage editor,2,,,,1,
adtplugin,adt plugin,1,,,,1,
adullact,adulate,,2,1,,,
adultfrienfinder,adult friend finder,2,,1,,,
adustable,a dust able,2,,,,,
advancedemxwriter,advanced emx writer,2,,,,1,
advancedsearch,advanced search,1,,,,,
advancedsettings,advanced settings,1,,,,,
advancefocus,advance focus,1,,,,,
advancepropertydescriptor,advance property descriptor,2,,,,,
advanceselectedtab,advance selected tab,2,,,,,
advancetonextstate,advance to next state,3,,,,,
advanve,advance,,1,1,,,
advdevicemgmtlibs,adv device mgmt libs,3,,,,2,
advertir,advertir,,,,,1,
advertissment,advertisement,,1,1,,,
advfn,advfn,1,,,,1,
adviced,advised,,1,1,,,
advisesink,advise sink,1,,,,,
adware,ad ware,1,,,,1,
adwords,ad words,1,,,,1,
aedict,addict,,1,1,,,
aelements,elements,,1,,,,
aelfwyne,aelfwyne,,,,,1,
aendframe,a end frame,2,,,,,
aerky,aerky,,,,,1,
aernhart,aernhart,,,,,1,
aerobasic,aero basic,1,,,,,
aerobusbcn,aero bus bcn,2,,,,1,
aeroplan,aero plan,1,,,,,
aerosvit,aero svit,1,,,,1,
aerovironment,aero environment,1,,2,,,
aeryhwtjwryj,aeryhwtjwryj,,,,,1,
aeschlimann,aeschlimann,,,,,1,
aeslightengine,aes light engine,2,,,,1,
aestheticallyloyal,aesthetically loyal,1,,,,,
aeventstatus,a event status,2,,,,,
aexecutor,a executor,1,,,,,
aextra,a extra,1,,,,,
afaiksee,a faiksee,1,,,,1,
afailabe,a fail abe,2,,,,1,
afais,afais,,,,,1,
afaiu,afaiu,,,,,1,
afaiui,afaiui,,,,,1,
afeature,feature,,1,,,,
afeatures,features,,1,,,,
afetr,after,,,,1,,
affid,id,,,,,1,
afirstlineoffset,first line of set,4,2,,,,
afirstnewcontent,first new content,,2,,,,
aflags,flags,,1,,,,
aflashlight,flash light,1,1,,,,
aflushlayout,flash layout,1,,,,,
aflushtokens,flash tokens,1,,,,,
afontface,font face,1,1,,,,
afontgroup,font group,1,1,,,,
aforframe,for frame,1,1,,,,
aformat,format,,1,,,,
aforum,forum,,1,,,,
afrag,frag,,1,,,,
aframe,frame,,1,,,,
aframenum,frame num,1,,,,,
aframers,framers,,1,,,,
afreterwards,after rewards,1,,,3,,
afromindex,from index,1,1,,,,
afterall,after all,1,,,,,
aftercalculation,after calculation,1,,,,,
aftercall,after call,1,,,,,
aftercheckproject,after check project,2,,,,,
aftercompletion,after completion,1,,,,,
aftercreate,after create,1,,,,,
afteredit,after edit,1,,,,,
afterinvocation,after invocation,1,,,,,
afterloaddescription,after load description,2,,,,,
afterlotoftime,after lot of time,3,,,,,
aftermarket,after market,1,,,,,
afterreturning,after returning,1,,,,,
aftersort,after sort,1,,,,,
afterthrowing,after throwing,1,,,,,
aftnrstcont,cont,,,,,1,
afuera,era,,,,,1,
againg,again,,1,,,,
againt,again,,1,,,,
aganin,again,,1,,1,,
agdqrcya,cry,,1,,1,1,
agdqrdoa,doa,,,,,1,
agendawidget,agenda widget,1,,,,,
agentcontrollerdelegate,agent controller delegate,2,,,,,
agentcontrollerpool,agent controller pool,2,,,,,
agentimpl,agent,,,,,1,
agentlist,agent list,1,,,,,
agentmap,agent map,1,,,,,
agentproxy,agent proxy,1,,,,,
agentstyle,agent style,1,,,,,
agenttype,agent type,1,,,,,
agetmethodparametertypes,agent method parameter types,3,,1,,,
aggregateconfig,aggregate config,1,,,,,
aggregateexpression,aggregate expression,1,,,,,
aggregateproperties,aggregate properties,1,,,,,
aggregatetestmodel,aggregate test model,2,,,,,
aggregationcellhandle,aggregation cell handle,2,,,,,
aggregationcellproviderwrapper,aggregation cell provider wrapper,3,,,,,
aggregationdropadapter,aggregation drop adapter,2,,,,,
aggregationheaderlocation,aggregation header location,2,,,,,
aggregrator,aggregator,,1,,,,
aggrexprinfolist,folist,,,,,1,
agilprosimulator,agil pro simulator,2,,,,,
agingtargetcolor,aging target color,2,,,,,
aglenn,lenn,,,,,1,
agopian,ago pain,1,,,1,,
agpgart,agg part,1,,,1,,
agrand,grand,1,,,,,
agreetingwithcapability,agreeting with capability,2,,,,,
agregating,aggregating,,,1,,,
agregation,aggregation,,,1,,,
agressively,aggressively,,,1,,,
aguila,gil,,3,,,,
ahalberstadt,state,,,,1,1,
ahandled,handled,,1,,,,
ahaving,having,,1,,,,
ahdesai,hadisai,,,,1,,
ahdrxferinfo,info,,,,,1,
aheight,height,,1,,,,
aheitman,a heit man,2,,,,,
ahelper,helper,,1,,,,
ahklisa,lisa,,3,,,,
ahnung,hung,,2,,,,
ahora,hora,,1,,,,
ahrendt,rend,,,,,1,
ahypotheticalbox,pothetical box,1,,,,1,
aiamgr,i am,,1,,,1,
aideep,deep,,,,,1,
aidlpackagetest,package test,1,,,,1,
aignorebadandnoresponses,ignore bad and no responses,4,1,,,,
ailboxsynchronous,box synchronous,1,,,,1,
aility,ability,,,1,,,
aindex,index,,1,,,,
ainfo,info,,1,,,,
ainfos,info,,2,,,,
ainit,init,,1,,,,
ainitdata,init data,1,1,,,,
ainitialdocumenturi,init document uri,2,1,,,1,
ainitialheight,initial height,1,1,,,,
ainprintpreview,in print preview,2,1,,,,
ainputstream,input stream,1,1,,,,
ainstance,instance,,1,,,,
aintructionlist,intruction list,1,1,,,,
aioloop,io loop,1,1,,,,
aioreadcompletionlistener,io read completion listener,3,1,,,,
airbagconfigurator,airbag configurator,1,,,,,
aircanada,air canada,1,,,,,
airoplane,airplane,,1,,,,
airshw,air show,1,,1,,,
