ID,Word,Corrected
2948,autodetectedbrowser,Auto detected browser
2953,autoduplex,Auto duplex
2957,autofills,Auto fills
2958,autofiltermode,Auto filter mode
2959,autofits,Auto fits
2961,autoflush,Auto flush
2964,autoformattable,Auto format table
2967,autoguiui,Auto gui ui
2968,autoheader,Auto header
2970,autohidden,Auto hidden
2971,autoid,Auto id
2972,autoidvector,Auto id vector
2976,autolearning,Auto learning
2980,automagicaly,Auto magicaly
2981,automagicly,Auto magicly
2986,automaticlayout,Automatic layout
2989,automaticpasswordgeneration,Automatic password generation
2990,automatictoolbars,Automatic toolbars
2998,automigrate,Auto migrate
2999,automnemonics,Auto mnemonics
3004,autopilotrun,Auto pilot run
3008,autoreplacements,auto replacements
3017,autoscaleminimum,Auto scale minimum
3019,autoselected,auto selected
3020,autosendactivity,Auto send activity
3022,autosmoke,auto smoke
3025,autospellchecker,auto spellchecker
3028,autosuspend,auto suspend
3029,autotaghead,Auto tag head
3033,autotextcontainer,Auto text container
3035,autotextuser,Auto text user
3037,autotoolsprojectpropertytester,Auto tools project property tester
3038,autounregister,auto unregister
3040,autovolumecontrol,Auto volume control
3042,autowipe,auto wipe
3043,autowireconstructor,Auto wire constructor
3045,auxiliaryconstructs,auxiliary constructs
3052,availablecharsets,available charsets
3053,availablefreespace,Available free space
3054,availableplugins,available plugins
3065,avalueattribute, A Value attribute
3079,avertexposition,avert exposition
3084,avfbild,Avf bild
3088,aviewsite,A view site
3111,awaittermination,await termination
3114,awebconsole,A web console
3119,awhichclipboard,A which clipboard
3120,awindowid,A window id
3122,aworkspace,a workspace
3123,awriterpage,A writer page
3127,axecop,axe cop
3129,axestitle,axes title
3130,axiomaxiom,axiom axiom
3131,axisnumber,axis number
3132,axisofweevil,Axis of weevil
3133,axisoperation,axis operation
3134,axisoverview,axis overview
3137,axiswebserviceclass,Axis web service class
3138,axradiobutton,Ax radio button
3139,axscale,ax scale
3141,axvaluegetvalue,Ax value get value
3168,backconnect,back connect
3171,backendtypes,backend types
3182,backgrounditem,background item
3183,backgroundpattern,background pattern
3185,backgroundsplit,background split
3187,backgroundthreadfactory,Background thread factory
3188,backgroundworker,Background worker
3193,backlinknode,backlink node
3196,backpage,back page
3200,backref,Back ref
3207,backtransparent,back transparent
3210,backupfile,backup file
3219,badchar,bad char
3221,baddataitemname,Bad data item name
3228,badlogic,bad logic
3229,badmanifestmagic,Bad manifest magic
3230,badnamespace,bad namespace
3238,badurl,Bad url
3265,bambach,bam Bach
3270,bankcode,bank code
3272,bankservicelogin,Bank service login
3273,banload,ban load
3274,bannerfont,banner font
3276,banquepopulaire,Banque populaire
3279,barclaycard,Barclay card
3280,barcodedetector,barcode detector
3281,barcodeimage,barcode image
3284,barhttps,Bar https
3285,barmethbound,Bar meth bound
3289,barrieractive,barrier active
3290,barselection,bar selection
3293,barview,bar view
3295,bascombe,Bascom be
3301,baseagentimpl,Base agent impl
3304,baseassembler,base assembler
3306,baseauthorformset,Base author form set
3309,baseclassargument,Base class argument
3311,basecolumn,base column
3316,basecount,base count
3320,basedn,Base dn
3321,basedoc,Base doc
3322,basedspoutputparam,Base dsp output param
3324,baseexceptions,base exceptions
3325,basefileformat,Base file format
3326,basefirst,base first
3327,basefontheight,Base font height
3329,basegroupedqueryresultsetevaluator,Base grouped query result set evaluator
3330,basehelper,base helper
3331,basehttprequesthandler,Base http request handler
3332,baseimage,base image
3333,baseindex,base index
3334,baseinstall,Base install
3335,baseisself,Base is self
3341,baselib,Base lib
3344,baselinerendering,baseline rendering
3345,baselinks,Base links
3347,baselogicalcomponent,Base logical component
3348,basemachine,base machine
3349,basemap,base map
3350,basemodelwizard,Base model wizard
3355,baseplatform,base platform
3360,baserptdesignpath,Base rpt design path
3361,basesemanticeditpolicy,Base semantic edit policy
3362,basestreamwriter,Base stream writer
3366,basetypetestcase,Base type test case
3369,basewizardpage,Base wizard page
3373,basiccombopopup,basic combo popup
3375,basiccontainer,basic container
3383,basicfont,Basic font
3384,basicgetstatus,Basic get status
3387,basicimage,basic image
3388,basicimagelayers,Basic image layers
3392,basicnodeviewfactory,Basic node view factory
3394,basicopen,basic open
3395,basicoption,basic option
3396,basicpaintattribute,Basic paint attribute
3398,basicplayer,basic player
3399,basicpreferencehandler,Basic preference handler
3406,basicsrvtools,Basic srv tools
3407,basictests,basic tests
3408,basictextreader,Basic text reader
3410,basictokenduple,Basic token duple
3411,basictracefeaturefilterattribute,Basic trace feature filter attribute
3412,basicwebapp,Basic web app
3413,basispackageprefix,Basis package prefix
3414,basisrootname,Basis root name
3422,batchcount,batch count
3426,batchop,bat chop
3428,batchwriting,batch writing
3430,bathtext,bath text
3434,batteryreceiver,battery receiver
3435,batterystatus,battery status
3438,bauabdichter,Bau abdichter
3442,baycityevents,Bay city events
3447,bazfoo,Baz foo
3452,bberries,B berries
3454,bbodyspelled,Bb odyspelled
3456,bboxes,B boxes
3457,bbtest,Bb test
3466,bceonline,Bce online
3478,bcutler,B cutler
3479,bcxmail,Bcx mail
3482,bdevicesubclass,B device sub class
3484,bdone,B done
3488,beachten,beach ten
3489,beachtet,beach Tet
3491,beaconcom,Beacon com
3497,beanmanaged,bean managed
3498,beanobservable,bean observable
3500,beanpart,bean part
3501,beanpartfactory,Bean part factory
3502,beanproxyadapter,Bean proxy adapter
3515,beatport,beat port
3516,beautifulsoup,beautiful soup
3527,becomekeypane,Become key pane
3530,bedrag,be drag
3532,beejiveim,Bee jiveim
3533,beeprom,bee prom
3538,beforecustomization,before customization
3539,beforeglcall,Before glcall
3546,beginassembly,begin assembly
3548,begincopy,begin copy
3549,begindate,begin date
3552,beginjsonparse,Begin json parse
3554,beginmarker,begin marker
3557,beginningofday,Begin Ning of day
3558,beginningofdocument,Begin Ning of document
3559,beginningrule,beginning rule
3588,beitrages,Beit rages
3591,beleave,Be leave
3601,belowword,below word
3602,beltran,belt ran
3608,bendisboard,Bend is board
3612,benjoffe,Ben joffe
3614,benoitmajerus,Benoit majerus
3626,beringer,be ringer
3651,bestdissertation,best dissertation
3664,betretentext,Betreten text
3666,betriebssystemhersteller,Betriebssystem hers teller
3672,betterbatterystate,Better battery state
3674,betterseesmic,Better seesmic
3689,beyondpodfeed,Beyond pod feed
3694,bfcaching,Bf caching
3728,bidicesegmentlistener,Bidi cesegment listener
3729,bidicomplexexpression,Bidi complex expression
3732,bienseguro,Bien seguro
3738,biffrecord,biff record
3739,bigapple,big apple
3742,bigfont,big font
3744,bigmath,big math
3747,bigprojects,big projects
3749,bigtextstyle,Big text style
3751,bikeshedding,bike shedding
3753,bilddoc,Bild doc
3757,billbrown,bill brown
3761,billofmaterialsparser,Bill of material sparser
3762,billpay,bill pay
3763,billto,bill to
3766,binaryany,binary any
3767,binarybuild,binary build
3768,binarycomp,binary comp
3769,binarydatamapping,Binary data mapping
3770,binaryfile,Binary file
3773,binarytree,Binary tree
3775,bindall,bind all
3778,bindeditorsfornewcontact,Bind editors for new contact
3786,bindingkind,binding kind
3790,binditems,bind items
3792,bindlists,bind lists
3794,bindmount,bind mount
3799,bindsequence,bind sequence
3802,bindtexture,bind tex ture
3816,biofield,bio field
3818,birchmeier,birch Meier
3821,birtconfig,Birt config
3825,birtfacetinstalldatamodelprovider,Birt facetinstalld at a model provider
3826,birtfacetinstalldelegate,Birt facetinstall delegate
3828,birtfacetruntimechangeddelegate,Birt facet run time changed delegate
3832,birtlocation,Birt location
3833,birtparameterdialog,Birt parameter dialog
3834,birtproject,Birt project
3835,birtrenderreportactionh,Birt render reportactionh
3840,birtwtpmessages,Birt wtp messages
3841,biscontainershell,Bis container shell
3842,biscontainerslot,Bis container slot
3843,bisforceddownload,Bis forced download
3846,bisuniqueid,Bis uniqueid
3850,biteme,bite me
3852,bitlarge,bit large
3853,bitlength,bit length
3855,bitmapbuffer,bitmap buffer
3858,bitmapfilter,Bitmap filter
3859,bitmapfilters,bitmap filters
3860,bitmapobject,bitmap object
3861,bitmappalette,bitmap palette
3862,bitmaptable,bitmap table
3863,bitop,Bit op
3864,bitpack,bit pack
3865,bitpool,bit pool
3870,bitsetters,bit setters
3873,bitwiseshiftleft,Bit wise shift left
3885,bkmkend,Bk mkend
3887,bkqms,Bk qms
3893,blackhole,black hole
3896,blacklistschema,blacklist schema
3903,blankcard,blank card
3904,blankimtop,Blank im top
3905,blankpage,Blank page
3919,blendfunction,blend function
3920,blendstate,blend state
3925,blindfiveyearold,Blind five year old
3926,bliteglimage,Blit eglimage
3932,blockbuttons,Block buttons
3934,blockedp,Block edp
3935,blockfile,block file
3964,bluehost,Blue host
3967,bluelink,blue link
3968,blueshield,Blue shield
3969,blueslide,Blue slide
3971,bluetoothadapterstatemachine,Blue to othadapterstate machine
3972,bluetoothadpater,Blue to othadpater
3977,bluetoothhealthappconfiguration,Bluetooth health app configuration
3987,bluishcoder,bluish coder
3991,bmakecharttest, B make chart test
3992,bmakedbtest,B make db test
3993,bmakeextensiontest,B Make extension test
3994,bmakemathtest,B Make math test
3997,bmodify,B modify
3998,bmone,B mone
3999,bmpwidth,bmp width
4000,bmrect,B mrect
